date,home_team,away_team,team,scorer,own_goal,penalty
1980-02-06,England,Republic of Ireland,England,Kevin Keegan,False,False
1980-02-06,England,Republic of Ireland,England,Kevin Keegan,False,False
1980-02-24,Vanuatu,Papua New Guinea,Vanuatu,,False,False
1980-02-24,Vanuatu,Papua New Guinea,Vanuatu,,False,False
1980-02-24,Vanuatu,Papua New Guinea,Papua New Guinea,,False,False
1980-02-24,Vanuatu,Papua New Guinea,Papua New Guinea,,False,False
1980-02-24,Vanuatu,Papua New Guinea,Papua New Guinea,,False,False
1980-02-24,Vanuatu,Papua New Guinea,Papua New Guinea,,False,False
1980-02-24,New Caledonia,Australia,Australia,Eddie Krncevic,False,False
1980-02-24,Vanuatu,Papua New Guinea,Vanuatu,,False,False
1980-02-24,New Caledonia,Australia,Australia,Eddie Krncevic,False,False
1980-02-24,New Caledonia,Australia,Australia,Paul Kay,False,False
1980-02-24,New Caledonia,Australia,Australia,Paul Kay,False,False
1980-02-24,New Caledonia,Australia,Australia,Ian Hunter,False,False
1980-02-24,New Caledonia,Australia,Australia,Ian Hunter,False,False
1980-02-24,New Caledonia,Australia,Australia,Danny Moulis,False,False
1980-02-24,New Caledonia,Australia,Australia,Eddie Krncevic,False,False
1980-02-25,New Zealand,Tahiti,Tahiti,Erroll Bennett,False,False
1980-02-25,New Zealand,Tahiti,Tahiti,Alfred Wabealo,False,False
1980-02-25,New Zealand,Tahiti,Tahiti,Alfred Wabealo,False,False
1980-02-25,New Zealand,Tahiti,New Zealand,Steve Sumner,False,True
1980-02-25,Fiji,Solomon Islands,Fiji,,False,False
1980-02-25,Fiji,Solomon Islands,Fiji,,False,False
1980-02-25,Fiji,Solomon Islands,Fiji,,False,False
1980-02-25,Fiji,Solomon Islands,Solomon Islands,,False,False
1980-02-26,Australia,Papua New Guinea,Papua New Guinea,Torea,False,False
1980-02-26,New Caledonia,Vanuatu,Vanuatu,,False,False
1980-02-26,New Caledonia,Vanuatu,Vanuatu,,False,False
1980-02-26,New Caledonia,Vanuatu,Vanuatu,,False,False
1980-02-26,New Caledonia,Vanuatu,New Caledonia,,False,False
1980-02-26,New Caledonia,Vanuatu,New Caledonia,,False,False
1980-02-26,New Caledonia,Vanuatu,New Caledonia,,False,False
1980-02-26,New Caledonia,Vanuatu,New Caledonia,,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Peter Sharne,False,False
1980-02-26,Australia,Papua New Guinea,Papua New Guinea,Mouagi,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Peter Sharne,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Peter Sharne,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Peter Sharne,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Eddie Krncevic,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Ian Hunter,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Ian Hunter,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Ian Hunter,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Vic Bozanic,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Arno Bertogna,False,False
1980-02-26,Australia,Papua New Guinea,Australia,Danny Moulis,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Solomon Islands,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-27,Germany,Malta,Germany,Walter Kelsch,False,False
1980-02-27,Germany,Malta,Germany,Klaus Fischer,False,False
1980-02-27,Germany,Malta,Germany,Karl-Heinz Rummenigge,False,False
1980-02-27,Germany,Malta,Germany,John Holland,True,False
1980-02-27,Germany,Malta,Germany,Klaus Allofs,False,False
1980-02-27,Germany,Malta,Germany,Klaus Fischer,False,False
1980-02-27,Germany,Malta,Germany,Rainer Bonhof,False,True
1980-02-27,Germany,Malta,Germany,Klaus Allofs,False,False
1980-02-27,Fiji,New Zealand,Fiji,Meli Vuilabasa,False,False
1980-02-27,Fiji,New Zealand,Fiji,Dewan Chand,False,False
1980-02-27,Fiji,New Zealand,Fiji,Meli Vuilabasa,False,False
1980-02-27,Fiji,New Zealand,Fiji,Dewan Chand,False,False
1980-02-27,Solomon Islands,Tahiti,Tahiti,,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-28,Australia,Vanuatu,Australia,Eddie Krncevic,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-28,New Caledonia,Papua New Guinea,New Caledonia,,False,False
1980-02-29,New Zealand,Solomon Islands,New Zealand,Mark Armstrong,False,False
1980-02-29,New Zealand,Solomon Islands,Solomon Islands,E. Karitea,False,False
1980-02-29,New Zealand,Solomon Islands,New Zealand,Mark Armstrong,False,False
1980-02-29,New Zealand,Solomon Islands,New Zealand,Bill de Graaf,False,False
1980-02-29,New Zealand,Solomon Islands,New Zealand,Mark Armstrong,False,False
1980-02-29,New Zealand,Solomon Islands,New Zealand,Michael Groom,False,False
1980-02-29,Fiji,Tahiti,Fiji,,False,False
1980-02-29,New Zealand,Solomon Islands,New Zealand,Bill de Graaf,False,False
1980-02-29,Fiji,Tahiti,Fiji,,False,False
1980-02-29,Fiji,Tahiti,Tahiti,,False,False
1980-02-29,Fiji,Tahiti,Tahiti,,False,False
1980-02-29,Fiji,Tahiti,Tahiti,,False,False
1980-02-29,Fiji,Tahiti,Tahiti,,False,False
1980-02-29,Fiji,Tahiti,Tahiti,,False,False
1980-02-29,Fiji,Tahiti,Tahiti,,False,False
1980-02-29,Fiji,Tahiti,Fiji,,False,False
1980-03-01,New Caledonia,Fiji,New Caledonia,Jacob Xowie,False,False
1980-03-01,New Caledonia,Fiji,New Caledonia,Jean Xowie,False,False
1980-03-01,New Caledonia,Fiji,Fiji,Mohamed Salim,False,False
1980-03-01,Australia,Tahiti,Tahiti,Erroll Bennett,False,False
1980-03-01,Australia,Tahiti,Tahiti,Andre Wabealo,False,False
1980-03-01,Australia,Tahiti,Australia,Danny Moulis,False,False
1980-03-01,Australia,Tahiti,Australia,Paul Kay,False,False
1980-03-01,Australia,Tahiti,Australia,Paul Kay,False,False
1980-03-01,Australia,Tahiti,Australia,Vic Bozanic,False,False
1980-03-08,Nigeria,Tanzania,Nigeria,Segun Odegbami,False,False
1980-03-08,Nigeria,Tanzania,Tanzania,Juma Mkambi,False,False
1980-03-08,Nigeria,Tanzania,Nigeria,Muda Lawal,False,False
1980-03-08,Nigeria,Tanzania,Nigeria,Ifeanyi Onyedika,False,False
1980-03-08,Egypt,Ivory Coast,Egypt,Maher Hammam,False,False
1980-03-08,Egypt,Ivory Coast,Ivory Coast,Ani Gome,False,False
1980-03-08,Egypt,Ivory Coast,Egypt,Mokhtar Mokhtar,False,False
1980-03-09,Guinea,Morocco,Morocco,Mustapha Tahir,False,False
1980-03-09,Guinea,Morocco,Guinea,Moussa Camara,False,False
1980-03-12,Egypt,Tanzania,Egypt,Hassan Shehata,False,False
1980-03-12,Egypt,Tanzania,Egypt,Mussad Nur,False,False
1980-03-12,Egypt,Tanzania,Tanzania,Thuwein Waziri,False,False
1980-03-13,Algeria,Morocco,Algeria,Lakhdar Belloumi,False,False
1980-03-13,Ghana,Guinea,Ghana,Willie Klutse,False,False
1980-03-15,Ivory Coast,Tanzania,Ivory Coast,Kobenan Kouman,False,False
1980-03-15,Ivory Coast,Tanzania,Tanzania,Thuwein Waziri,False,False
1980-03-15,Nigeria,Egypt,Nigeria,Okey Isima,False,False
1980-03-16,Ghana,Morocco,Morocco,Khalid Labied,False,False
1980-03-16,Algeria,Guinea,Guinea,Seydouba Bangoura,False,False
1980-03-16,Algeria,Guinea,Guinea,Ibrahima Diawara,False,False
1980-03-16,Algeria,Guinea,Algeria,Lakhdar Belloumi,False,False
1980-03-16,Algeria,Guinea,Algeria,Tedj Bensaoula,False,False
1980-03-16,Algeria,Guinea,Algeria,Tedj Bensaoula,False,False
1980-03-19,Algeria,Egypt,Egypt,Mahmoud El Khatib,False,False
1980-03-19,Algeria,Egypt,Egypt,Ramadan El Sayed,False,False
1980-03-19,Algeria,Egypt,Algeria,Salah Assad,False,True
1980-03-19,Algeria,Egypt,Algeria,Hocine Benmiloudi,False,False
1980-03-19,Nigeria,Morocco,Nigeria,Felix Owolabi,False,False
1980-03-21,Egypt,Morocco,Morocco,Khalid Labied,False,False
1980-03-21,Egypt,Morocco,Morocco,Khalid Labied,False,False
1980-03-22,Nigeria,Algeria,Nigeria,Segun Odegbami,False,False
1980-03-22,Nigeria,Algeria,Nigeria,Segun Odegbami,False,False
1980-03-22,Nigeria,Algeria,Nigeria,Muda Lawal,False,False
1980-03-26,Scotland,Portugal,Scotland,Archie Gemmill,False,True
1980-03-26,Scotland,Portugal,Portugal,Fernando Gomes,False,False
1980-03-26,Scotland,Portugal,Scotland,Steve Archibald,False,False
1980-03-26,Scotland,Portugal,Scotland,Andy Gray,False,False
1980-03-26,Scotland,Portugal,Scotland,Kenny Dalglish,False,False
1980-03-26,Cyprus,Republic of Ireland,Republic of Ireland,Mark Lawrenson,False,False
1980-03-26,Cyprus,Republic of Ireland,Republic of Ireland,Paul McGee,False,False
1980-03-26,Cyprus,Republic of Ireland,Republic of Ireland,Paul McGee,False,False
1980-03-26,Cyprus,Republic of Ireland,Cyprus,Sotiris Kaiafas,False,True
1980-03-26,Cyprus,Republic of Ireland,Cyprus,Nikos Pantziaras,False,False
1980-05-08,Libya,Gambia,Libya,Abubaker Bani,False,False
1980-05-08,Libya,Gambia,Libya,Rashid Mohammed Rashid,False,False
1980-05-08,Libya,Gambia,Gambia,Assan Sarr,False,False
1980-05-31,Sierra Leone,Algeria,Sierra Leone,Akie Noah,False,False
1980-05-31,Sierra Leone,Algeria,Sierra Leone,Ismael Dyfan,False,False
1980-05-31,Sierra Leone,Algeria,Algeria,Tedj Bensaoula,False,False
1980-05-31,Sierra Leone,Algeria,Algeria,Lakhdar Belloumi,False,False
1980-06-01,Zambia,Ethiopia,Zambia,Alex Chola,False,False
1980-06-01,Zambia,Ethiopia,Zambia,Godfrey Chitalu,False,False
1980-06-01,Zambia,Ethiopia,Zambia,Pele Kaimana,False,False
1980-06-01,Zambia,Ethiopia,Zambia,Godfrey Chitalu,False,False
1980-06-02,Iceland,Wales,Wales,Ian Walsh,False,False
1980-06-02,Iceland,Wales,Wales,Brian Flynn,False,True
1980-06-02,Iceland,Wales,Wales,Ian Walsh,False,False
1980-06-02,Iceland,Wales,Wales,David Giles,False,False
1980-06-04,Finland,Bulgaria,Bulgaria,Plamen Markov,False,False
1980-06-04,Finland,Bulgaria,Bulgaria,Kostadin Kostadinov,False,False
1980-06-11,Czechoslovakia,Germany,Germany,Karl-Heinz Rummenigge,False,False
1980-06-11,Netherlands,Greece,Netherlands,Kees Kist,False,True
1980-06-12,Belgium,England,England,Ray Wilkins,False,False
1980-06-12,Belgium,England,Belgium,Jan Ceulemans,False,False
1980-06-13,Algeria,Sierra Leone,Algeria,Ali Fergani,False,False
1980-06-13,Algeria,Sierra Leone,Algeria,Tedj Bensaoula,False,False
1980-06-13,Algeria,Sierra Leone,Algeria,Rabah Madjer,False,False
1980-06-13,Algeria,Sierra Leone,Sierra Leone,Sentu Johnson,False,False
1980-06-14,Greece,Czechoslovakia,Greece,Nikos Anastopoulos,False,False
1980-06-14,Greece,Czechoslovakia,Czechoslovakia,Zdeněk Nehoda,False,False
1980-06-14,Greece,Czechoslovakia,Czechoslovakia,Ladislav Vízek,False,False
1980-06-14,Greece,Czechoslovakia,Czechoslovakia,Antonín Panenka,False,False
1980-06-14,Germany,Netherlands,Netherlands,Willy van de Kerkhof,False,False
1980-06-14,Germany,Netherlands,Netherlands,Johnny Rep,False,True
1980-06-14,Germany,Netherlands,Germany,Klaus Allofs,False,False
1980-06-14,Germany,Netherlands,Germany,Klaus Allofs,False,False
1980-06-14,Germany,Netherlands,Germany,Klaus Allofs,False,False
1980-06-15,Belgium,Spain,Belgium,Eric Gerets,False,False
1980-06-15,Belgium,Spain,Spain,Quini,False,False
1980-06-15,Belgium,Spain,Belgium,Julien Cools,False,False
1980-06-15,Italy,England,Italy,Marco Tardelli,False,False
1980-06-17,Netherlands,Czechoslovakia,Czechoslovakia,Zdeněk Nehoda,False,False
1980-06-17,Netherlands,Czechoslovakia,Netherlands,Kees Kist,False,False
1980-06-18,Spain,England,England,Trevor Brooking,False,False
1980-06-18,Spain,England,Spain,Daniel Ruiz,False,True
1980-06-18,Spain,England,England,Tony Woodcock,False,False
1980-06-18,Sweden,Israel,Sweden,Sten-Ove Ramberg,False,False
1980-06-18,Sweden,Israel,Israel,Gidi Damti,False,False
1980-06-21,Italy,Czechoslovakia,Italy,Francesco Graziani,False,False
1980-06-21,Italy,Czechoslovakia,Czechoslovakia,Ladislav Jurkemik,False,False
1980-06-22,Belgium,Germany,Germany,Horst Hrubesch,False,False
1980-06-22,Belgium,Germany,Belgium,René Vandereycken,False,True
1980-06-22,Belgium,Germany,Germany,Horst Hrubesch,False,False
1980-06-22,Guinea,Lesotho,Guinea,Mory Koné,False,False
1980-06-22,Guinea,Lesotho,Lesotho,Sele Leboela,False,False
1980-06-22,Guinea,Lesotho,Guinea,Naby Laye Camara,False,True
1980-06-22,Guinea,Lesotho,Guinea,Amara Touré,False,False
1980-06-22,Senegal,Morocco,Morocco,Mohamed Timoumi,False,False
1980-06-29,Cameroon,Malawi,Cameroon,Roger Milla,False,False
1980-06-29,Cameroon,Malawi,Cameroon,Emmanuel Kundé,False,False
1980-06-29,Cameroon,Malawi,Cameroon,Théophile Abega,False,False
1980-06-29,Tunisia,Nigeria,Tunisia,Néjib Liman,False,False
1980-06-29,Tunisia,Nigeria,Tunisia,Témime Lahzami,False,False
1980-07-05,Kenya,Tanzania,Tanzania,Thuwein Ali,False,False
1980-07-05,Kenya,Tanzania,Kenya,Sammy Owino,False,True
1980-07-05,Kenya,Tanzania,Kenya,Elly Adero,False,False
1980-07-05,Kenya,Tanzania,Kenya,Sammy Owino,False,False
1980-07-06,Lesotho,Guinea,Guinea,Amara Touré,False,False
1980-07-06,Lesotho,Guinea,Lesotho,Teboho Masia,False,False
1980-07-12,Nigeria,Tunisia,Nigeria,Leotis Boateng,False,False
1980-07-12,Nigeria,Tunisia,Nigeria,Emmanuel Osigwe,False,False
1980-07-13,DR Congo,Mozambique,Mozambique,Gil Guiambe,False,False
1980-07-13,DR Congo,Mozambique,DR Congo,Kiyika Tokodi,False,True
1980-07-13,DR Congo,Mozambique,Mozambique,Gil Guiambe,False,False
1980-07-13,DR Congo,Mozambique,DR Congo,Muteba N'Daye,False,False
1980-07-13,DR Congo,Mozambique,DR Congo,Kiyika Tokodi,False,True
1980-07-13,DR Congo,Mozambique,DR Congo,Masengo Ilunga,False,False
1980-07-13,DR Congo,Mozambique,DR Congo,Muteba N'Daye,False,False
1980-07-19,Tanzania,Kenya,Tanzania,Thuwein Ali,False,False
1980-07-19,Tanzania,Kenya,Tanzania,Mohammed Adolf Rishard,False,False
1980-07-19,Tanzania,Kenya,Tanzania,Thuwein Ali,False,False
1980-07-19,Tanzania,Kenya,Tanzania,Peter Tino,False,False
1980-07-19,Tanzania,Kenya,Tanzania,Peter Tino,False,False
1980-07-20,Malawi,Cameroon,Cameroon,Jean Manga Onguéné,False,False
1980-07-20,Malawi,Cameroon,Malawi,Stock Dandize,False,False
1980-07-27,Mozambique,DR Congo,DR Congo,Muteba N'Daye,False,False
1980-07-27,Mozambique,DR Congo,DR Congo,Ayel Mayélé,False,False
1980-07-27,Mozambique,DR Congo,Mozambique,Francisco Rui Marcos,False,True
1980-07-27,Somalia,Niger,Niger,Moussa Kanfideni,False,False
1980-07-27,Somalia,Niger,Somalia,Ismail Mohammed Sharif,False,False
1980-09-03,Iceland,Russia,Russia,Sergey Andreyev,False,False
1980-09-03,Iceland,Russia,Iceland,Árni Sveinsson,False,False
1980-09-03,Albania,Finland,Albania,Sefedin Braho,False,False
1980-09-03,Albania,Finland,Albania,Millan Baçi,False,False
1980-09-03,Iceland,Russia,Russia,Yuri Gavrilov,False,False
1980-09-10,Luxembourg,Yugoslavia,Yugoslavia,Ivan Buljan,False,False
1980-09-10,Republic of Ireland,Netherlands,Republic of Ireland,Mark Lawrenson,False,False
1980-09-10,Republic of Ireland,Netherlands,Republic of Ireland,Gerry Daly,False,False
1980-09-10,Republic of Ireland,Netherlands,Netherlands,Simon Tahamata,False,False
1980-09-10,Sweden,Scotland,Scotland,Gordon Strachan,False,False
1980-09-10,Luxembourg,Yugoslavia,Yugoslavia,Zlatko Vujović,False,False
1980-09-10,England,Norway,England,Paul Mariner,False,False
1980-09-10,Luxembourg,Yugoslavia,Yugoslavia,Zlatko Vujović,False,False
1980-09-10,Luxembourg,Yugoslavia,Yugoslavia,Safet Sušić,False,False
1980-09-10,England,Norway,England,Terry McDermott,False,False
1980-09-10,England,Norway,England,Tony Woodcock,False,False
1980-09-10,England,Norway,England,Terry McDermott,False,False
1980-09-10,Luxembourg,Yugoslavia,Yugoslavia,Vladimir Petrović,False,False
1980-09-15,Kuwait,United Arab Emirates,Kuwait,Saad Al-Houti,False,False
1980-09-15,Kuwait,United Arab Emirates,United Arab Emirates,Ahmed Chombi,False,False
1980-09-16,Malaysia,South Korea,South Korea,Choi Soon-ho,False,False
1980-09-16,Malaysia,South Korea,Malaysia,Zulkifli Hamzah,False,False
1980-09-16,North Korea,Bangladesh,North Korea,Choi Jae-pil,False,False
1980-09-16,North Korea,Bangladesh,North Korea,Choi Jae-pil,False,False
1980-09-16,North Korea,Bangladesh,Bangladesh,Kazi Salahuddin,False,True
1980-09-16,North Korea,Bangladesh,North Korea,Kim Jong-man,False,False
1980-09-16,North Korea,Bangladesh,Bangladesh,Ashraf Uddin Ahmed Chunnu,False,False
1980-09-17,Qatar,United Arab Emirates,Qatar,Mansour Muftah,False,False
1980-09-17,Qatar,United Arab Emirates,Qatar,Mansour Muftah,False,False
1980-09-17,Qatar,United Arab Emirates,United Arab Emirates,Ghanem Al-Hajri,False,False
1980-09-18,Kuwait,Malaysia,Kuwait,Fathi Kameel,False,False
1980-09-18,Kuwait,Malaysia,Malaysia,Zulkifli Hamzah,False,False
1980-09-18,Kuwait,Malaysia,Kuwait,Jasem Yaqoub,False,True
1980-09-18,Kuwait,Malaysia,Kuwait,Jasem Yaqoub,False,True
1980-09-18,North Korea,China PR,China PR,Li Fubao,False,False
1980-09-18,North Korea,China PR,North Korea,Kim Bok-man,False,False
1980-09-18,North Korea,China PR,North Korea,Hwang Sang-hoi,False,False
1980-09-19,Bangladesh,Syria,Syria,Jamal Keshek,False,False
1980-09-19,Qatar,South Korea,South Korea,Lee Jung-il,False,False
1980-09-19,Qatar,South Korea,South Korea,Choi Soon-ho,False,False
1980-09-20,United Arab Emirates,Malaysia,Malaysia,Abdah Alif,False,False
1980-09-20,United Arab Emirates,Malaysia,Malaysia,Tukamin Bahari,False,False
1980-09-20,China PR,Iran,China PR,Xu Yonglai,False,False
1980-09-20,China PR,Iran,Iran,Behtash Fariba,False,False
1980-09-20,China PR,Iran,Iran,Hamid Alidousti,False,False
1980-09-20,China PR,Iran,China PR,Chen Jingang,False,False
1980-09-21,Kuwait,South Korea,South Korea,Hwang Seok-keun,False,False
1980-09-21,Kuwait,South Korea,South Korea,Choi Soon-ho,False,False
1980-09-21,Kuwait,South Korea,South Korea,Choi Soon-ho,False,False
1980-09-22,Bangladesh,Iran,Iran,Abdolreza Barzegari,False,False
1980-09-22,Bangladesh,Iran,Iran,Behtash Fariba,False,False
1980-09-22,Bangladesh,Iran,Iran,Behtash Fariba,False,False
1980-09-22,Bangladesh,Iran,Iran,Behtash Fariba,False,False
1980-09-22,Bangladesh,Iran,Iran,Abdolreza Barzegari,False,False
1980-09-22,Bangladesh,Iran,Iran,Hassan Rowshan,False,False
1980-09-22,Bangladesh,Iran,Iran,Behtash Fariba,False,False
1980-09-23,Malaysia,Qatar,Malaysia,Tukamin Bahari,False,False
1980-09-23,Malaysia,Qatar,Qatar,,False,False
1980-09-23,Syria,China PR,Syria,Jamal Keshek,False,False
1980-09-24,South Korea,United Arab Emirates,South Korea,Choi Soon-ho,False,True
1980-09-24,South Korea,United Arab Emirates,United Arab Emirates,Ahmed Chombi,False,False
1980-09-24,South Korea,United Arab Emirates,South Korea,Chung Hae-won,False,False
1980-09-24,Turkey,Iceland,Iceland,Teitur Þórðarson,False,False
1980-09-24,Turkey,Iceland,Turkey,Fatih Terim,False,True
1980-09-24,South Korea,United Arab Emirates,South Korea,Choi Soon-ho,False,False
1980-09-24,Turkey,Iceland,Iceland,Janus Guðlaugsson,False,False
1980-09-24,South Korea,United Arab Emirates,South Korea,Choi Soon-ho,False,False
1980-09-24,Turkey,Iceland,Iceland,Albert Guðmundsson,False,False
1980-09-24,Norway,Romania,Romania,Anghel Iordănescu,False,False
1980-09-24,Iran,North Korea,North Korea,Pak Jong-hun,False,False
1980-09-24,Iran,North Korea,North Korea,Hwang Sang-hoi,False,False
1980-09-24,Iran,North Korea,Iran,Behtash Fariba,False,False
1980-09-24,Iran,North Korea,Iran,Iraj Danaeifard,False,False
1980-09-24,Iran,North Korea,Iran,Hamid Alidousti,False,False
1980-09-24,Norway,Romania,Norway,Åge Hareide,False,False
1980-09-24,Finland,Austria,Austria,Kurt Welzl,False,False
1980-09-24,Finland,Austria,Austria,Kurt Jara,False,False
1980-09-25,Kuwait,Qatar,Kuwait,Faisal Al-Dakhil,False,False
1980-09-25,Kuwait,Qatar,Kuwait,Jasem Yaqoub,False,True
1980-09-25,Kuwait,Qatar,Kuwait,Faisal Al-Dakhil,False,False
1980-09-25,China PR,Bangladesh,China PR,Xu Yonglai,False,False
1980-09-25,Kuwait,Qatar,Kuwait,Abdulaziz Al-Anberi,False,False
1980-09-25,China PR,Bangladesh,China PR,Xu Yonglai,False,False
1980-09-25,China PR,Bangladesh,China PR,Shen Xiangfu,False,False
1980-09-25,China PR,Bangladesh,China PR,Shen Xiangfu,False,False
1980-09-25,China PR,Bangladesh,China PR,Shen Xiangfu,False,False
1980-09-25,China PR,Bangladesh,China PR,Xu Yonglai,False,False
1980-09-26,Syria,North Korea,North Korea,Kim Gwan-Mo,False,False
1980-09-26,Syria,North Korea,North Korea,Kim Gwang-Un,False,False
1980-09-26,Syria,North Korea,Syria,Jawdat Suleiman,False,False
1980-09-27,Yugoslavia,Denmark,Denmark,Frank Arnesen,False,True
1980-09-27,Yugoslavia,Denmark,Yugoslavia,Dragan Pantelić,False,True
1980-09-27,Yugoslavia,Denmark,Yugoslavia,Zoran Vujović,False,False
1980-09-28,South Korea,North Korea,South Korea,Chung Hae-won,False,False
1980-09-28,South Korea,North Korea,South Korea,Chung Hae-won,False,False
1980-09-28,South Korea,North Korea,North Korea,Pak Jong-hun,False,True
1980-09-28,Kuwait,Iran,Kuwait,Jasem Yaqoub,False,False
1980-09-28,Kuwait,Iran,Kuwait,Faisal Al-Dakhil,False,False
1980-09-28,Kuwait,Iran,Iran,Hossein Faraki,False,False
1980-09-29,Iran,North Korea,Iran,Behtash Fariba,False,False
1980-09-29,Iran,North Korea,Iran,Hossein Faraki,False,False
1980-09-29,Iran,North Korea,Iran,Hossein Faraki,False,False
1980-09-30,Kuwait,South Korea,Kuwait,Faisal Al-Dakhil,False,False
1980-09-30,Kuwait,South Korea,Kuwait,Saad Al-Houti,False,False
1980-09-30,Kuwait,South Korea,Kuwait,Faisal Al-Dakhil,False,False
1980-10-11,Luxembourg,Italy,Italy,Fulvio Collovati,False,False
1980-10-11,Cyprus,France,France,Jacques Zimako,False,False
1980-10-11,Luxembourg,Italy,Italy,Roberto Bettega,False,False
1980-10-11,Cyprus,France,France,Didier Six,False,False
1980-10-11,Cyprus,France,France,Jean-François Larios,False,True
1980-10-11,Cyprus,France,France,Jean-François Larios,False,True
1980-10-11,Cyprus,France,France,Michel Platini,False,False
1980-10-11,Cyprus,France,France,Michel Platini,False,False
1980-10-11,Cyprus,France,France,Bernard Lacombe,False,False
1980-10-12,Cameroon,Zimbabwe,Cameroon,Jean Manga Onguéné,False,False
1980-10-12,Cameroon,Zimbabwe,Cameroon,Grégoire M'Bida,False,False
1980-10-15,Wales,Turkey,Wales,Leighton James,False,False
1980-10-15,Wales,Turkey,Wales,Ian Walsh,False,False
1980-10-15,Wales,Turkey,Wales,Leighton James,False,True
1980-10-15,Wales,Turkey,Wales,Brian Flynn,False,False
1980-10-15,Russia,Iceland,Russia,Volodymyr Bezsonov,False,False
1980-10-15,Russia,Iceland,Russia,Sergey Andreyev,False,False
1980-10-15,Russia,Iceland,Russia,Khoren Oganesian,False,False
1980-10-15,Russia,Iceland,Russia,Sergey Andreyev,False,False
1980-10-15,Russia,Iceland,Russia,Khoren Oganesian,False,False
1980-10-15,Romania,England,England,Tony Woodcock,False,False
1980-10-15,Romania,England,Romania,Anghel Iordănescu,False,True
1980-10-15,Northern Ireland,Sweden,Northern Ireland,Noel Brotherston,False,False
1980-10-15,Northern Ireland,Sweden,Northern Ireland,Sammy McIlroy,False,False
1980-10-15,Northern Ireland,Sweden,Northern Ireland,Jimmy Nicholl,False,False
1980-10-15,Denmark,Greece,Greece,Dinos Kouis,False,False
1980-10-15,Republic of Ireland,Belgium,Republic of Ireland,Tony Grealish,False,False
1980-10-15,Romania,England,Romania,Marcel Răducanu,False,False
1980-10-15,Republic of Ireland,Belgium,Belgium,Albert Cluytens,False,False
1980-10-19,Bulgaria,Albania,Bulgaria,Andrey Zhelyazkov,False,False
1980-10-19,Bulgaria,Albania,Bulgaria,Georgi Slavkov,False,False
1980-10-19,Bulgaria,Albania,Albania,Ilir Përnaska,False,False
1980-10-28,France,Republic of Ireland,France,Michel Platini,False,False
1980-10-28,France,Republic of Ireland,France,Jacques Zimako,False,False
1980-10-29,Switzerland,Norway,Norway,Svein Mathisen,False,False
1980-10-29,Switzerland,Norway,Norway,Åge Hareide,False,False
1980-10-29,Switzerland,Norway,Switzerland,Umberto Barberis,False,False
1980-11-01,Italy,Denmark,Italy,Francesco Graziani,False,False
1980-11-01,Italy,Denmark,Italy,Francesco Graziani,False,False
1980-11-15,Austria,Albania,Austria,Bruno Pezzey,False,False
1980-11-15,Austria,Albania,Austria,Walter Schachner,False,False
1980-11-15,Austria,Albania,Austria,Walter Schachner,False,False
1980-11-15,Austria,Albania,Austria,Kurt Welzl,False,False
1980-11-15,Austria,Albania,Austria,Hans Krankl,False,False
1980-11-15,Italy,Yugoslavia,Italy,Antonio Cabrini,False,True
1980-11-15,Italy,Yugoslavia,Italy,Bruno Conti,False,False
1980-11-16,Zimbabwe,Cameroon,Zimbabwe,David Muchineripi,False,False
1980-11-16,Morocco,Zambia,Morocco,Ahmed Limane,False,False
1980-11-16,Morocco,Zambia,Morocco,Mohamed Boussati,False,False
1980-11-16,Madagascar,DR Congo,DR Congo,Imowa Malgbanga,False,False
